Customer Key	Name	Account Balance
270	Customer#000000270	9192.5
271	Customer#000000271	1490.35
274	Customer#000000274	4425.42
275	Customer#000000275	5067.31
276	Customer#000000276	2292.67
277	Customer#000000277	8876.1
278	Customer#000000278	7621.56
279	Customer#000000279	9663.23
280	Customer#000000280	3952.84
281	Customer#000000281	4361.7
282	Customer#000000282	1125.45
283	Customer#000000283	4450.03
285	Customer#000000285	7276.72
287	Customer#000000287	1734.18
288	Customer#000000288	5339.43
290	Customer#000000290	1811.35
291	Customer#000000291	4261.68
292	Customer#000000292	2975.43
295	Customer#000000295	9497.89
296	Customer#000000296	8081.52
297	Customer#000000297	7096.32
298	Customer#000000298	3812.84
299	Customer#000000299	5380.5
300	Customer#000000300	8084.92
301	Customer#000000301	9305.05
302	Customer#000000302	1107.42
303	Customer#000000303	9339.57
304	Customer#000000304	9217.55
305	Customer#000000305	4356.59
306	Customer#000000306	3268.01
308	Customer#000000308	4150.76
309	Customer#000000309	8824.78
310	Customer#000000310	3186.57
311	Customer#000000311	6589.5
313	Customer#000000313	6115.81
314	Customer#000000314	2394.92
316	Customer#000000316	4571.78
318	Customer#000000318	9149.98
319	Customer#000000319	1834.36
320	Customer#000000320	6082.74
321	Customer#000000321	7718.77
322	Customer#000000322	4489.98
323	Customer#000000323	1137.67
325	Customer#000000325	2377.34
326	Customer#000000326	1906.52
327	Customer#000000327	8762.16
328	Customer#000000328	6709.9
330	Customer#000000330	8244.73
333	Customer#000000333	8018.89
335	Customer#000000335	6837.46
336	Customer#000000336	9241.49
338	Customer#000000338	4092.49
339	Customer#000000339	8438.07
340	Customer#000000340	4667.12
341	Customer#000000341	8247.11
342	Customer#000000342	7186.74
343	Customer#000000343	5521.36
345	Customer#000000345	1936.77
347	Customer#000000347	7348.92
348	Customer#000000348	3310.49
351	Customer#000000351	3419.54
352	Customer#000000352	6257.88
353	Customer#000000353	3199.03
354	Customer#000000354	7095.95
355	Customer#000000355	8727.9
356	Customer#000000356	2934.06
357	Customer#000000357	8747.36
359	Customer#000000359	6375.23
360	Customer#000000360	6542.83
361	Customer#000000361	7451.84
362	Customer#000000362	6149.01
367	Customer#000000367	9108.65
369	Customer#000000369	2881.06
370	Customer#000000370	8982.79
371	Customer#000000371	7789.14
373	Customer#000000373	2354.06
374	Customer#000000374	6718.78
375	Customer#000000375	5562.22
376	Customer#000000376	4231.45
377	Customer#000000377	1043.72
378	Customer#000000378	5718.05
379	Customer#000000379	5348.11
380	Customer#000000380	2755.46
381	Customer#000000381	9931.71
382	Customer#000000382	6269.42
385	Customer#000000385	2457.09
387	Customer#000000387	3404.23
388	Customer#000000388	1938.05
390	Customer#000000390	8862.18
391	Customer#000000391	4801.3
392	Customer#000000392	8492.33
393	Customer#000000393	3593.57
394	Customer#000000394	5200.96
395	Customer#000000395	4582.28
396	Customer#000000396	1433.5
398	Customer#000000398	8865.61
399	Customer#000000399	7358.53
401	Customer#000000401	4146.43
402	Customer#000000402	2106.67
403	Customer#000000403	6693.36
404	Customer#000000404	7408.73
405	Customer#000000405	7519.14
406	Customer#000000406	4286.94
407	Customer#000000407	9537.08
408	Customer#000000408	6825.37
409	Customer#000000409	3969.86
410	Customer#000000410	4349.27
411	Customer#000000411	1209.32
412	Customer#000000412	6044.02
413	Customer#000000413	5817.9
415	Customer#000000415	2317.93
416	Customer#000000416	4365.28
417	Customer#000000417	6187.73
418	Customer#000000418	1211.39
419	Customer#000000419	7786.69
420	Customer#000000420	1999.35
421	Customer#000000421	7073.17
424	Customer#000000424	1866.42
425	Customer#000000425	5824.88
426	Customer#000000426	7818.25
427	Customer#000000427	4376.8
428	Customer#000000428	1952.36
429	Customer#000000429	9247.21
430	Customer#000000430	7905.17
431	Customer#000000431	2273.5
432	Customer#000000432	5715.64
433	Customer#000000433	8746.23
434	Customer#000000434	2940.46
435	Customer#000000435	6217.46
436	Customer#000000436	5896.87
437	Customer#000000437	7760.52
438	Customer#000000438	2131.13
440	Customer#000000440	1809.04
441	Customer#000000441	9451.84
442	Customer#000000442	4157.0
443	Customer#000000443	3726.22
444	Customer#000000444	1505.27
445	Customer#000000445	8018.81
446	Customer#000000446	9225.6
447	Customer#000000447	7665.98
448	Customer#000000448	8117.27
449	Customer#000000449	3001.94
450	Customer#000000450	5544.42
451	Customer#000000451	2110.59
452	Customer#000000452	6633.7
453	Customer#000000453	5678.18
454	Customer#000000454	6134.4
455	Customer#000000455	6860.34
456	Customer#000000456	8815.78
457	Customer#000000457	5867.61
459	Customer#000000459	1207.97
460	Customer#000000460	5222.83
461	Customer#000000461	9177.63
462	Customer#000000462	4522.6
464	Customer#000000464	8730.85
465	Customer#000000465	8432.74
466	Customer#000000466	3168.41
467	Customer#000000467	9398.51
468	Customer#000000468	9834.19
469	Customer#000000469	6343.64
470	Customer#000000470	3597.53
471	Customer#000000471	5716.9
472	Customer#000000472	7929.9
474	Customer#000000474	9165.47
475	Customer#000000475	9043.55
476	Customer#000000476	5973.1
477	Customer#000000477	1836.61
479	Customer#000000479	3653.64
480	Customer#000000480	2750.71
481	Customer#000000481	7157.21
482	Customer#000000482	4333.37
483	Customer#000000483	8877.2
484	Customer#000000484	4245.0
485	Customer#000000485	8695.45
486	Customer#000000486	7487.4
487	Customer#000000487	9749.37
489	Customer#000000489	8255.83
492	Customer#000000492	8635.18
493	Customer#000000493	6582.04
494	Customer#000000494	6295.47
495	Customer#000000495	7997.81
496	Customer#000000496	8174.82
497	Customer#000000497	2191.59
498	Customer#000000498	3945.64
499	Customer#000000499	4293.76
500	Customer#000000500	3300.82
501	Customer#000000501	1909.35
502	Customer#000000502	1378.67
503	Customer#000000503	3213.66
505	Customer#000000505	6557.51
506	Customer#000000506	1179.85
507	Customer#000000507	5727.0
508	Customer#000000508	1685.9
509	Customer#000000509	7885.5
510	Customer#000000510	1572.48
511	Customer#000000511	4571.31
512	Customer#000000512	3937.58
514	Customer#000000514	5840.97
515	Customer#000000515	3225.07
516	Customer#000000516	4768.96
517	Customer#000000517	3959.71
518	Customer#000000518	9871.66
519	Customer#000000519	9074.45
520	Customer#000000520	8315.09
521	Customer#000000521	5830.69
522	Customer#000000522	6358.46
524	Customer#000000524	5706.19
525	Customer#000000525	3931.68
527	Customer#000000527	4429.81
528	Customer#000000528	1802.5
529	Customer#000000529	9647.58
530	Customer#000000530	4990.92
531	Customer#000000531	5342.82
532	Customer#000000532	1725.68
533	Customer#000000533	5432.77
534	Customer#000000534	6520.97
535	Customer#000000535	2912.8
536	Customer#000000536	3342.75
537	Customer#000000537	2614.79
539	Customer#000000539	4390.33
540	Customer#000000540	9195.77
541	Customer#000000541	1295.54
542	Customer#000000542	3109.96
543	Customer#000000543	6089.13
544	Customer#000000544	4974.68
545	Customer#000000545	7505.33
546	Customer#000000546	3116.5
547	Customer#000000547	6058.08
550	Customer#000000550	7270.82
552	Customer#000000552	1353.24
553	Customer#000000553	4804.57
554	Customer#000000554	8395.57
555	Customer#000000555	5486.52
556	Customer#000000556	7944.22
557	Customer#000000557	9559.04
558	Customer#000000558	1912.23
559	Customer#000000559	5872.94
560	Customer#000000560	1469.59
561	Customer#000000561	2323.45
562	Customer#000000562	9234.5
563	Customer#000000563	3231.71
564	Customer#000000564	6307.59
565	Customer#000000565	2688.88
566	Customer#000000566	1928.1
567	Customer#000000567	8475.17
568	Customer#000000568	1317.56
570	Customer#000000570	8480.87
571	Customer#000000571	8993.23
572	Customer#000000572	7252.65
573	Customer#000000573	2333.96
574	Customer#000000574	9787.56
575	Customer#000000575	3652.29
576	Customer#000000576	2091.63
577	Customer#000000577	7059.15
578	Customer#000000578	6181.23
579	Customer#000000579	1924.96
581	Customer#000000581	3242.1
582	Customer#000000582	4879.55
583	Customer#000000583	3686.07
584	Customer#000000584	8825.71
585	Customer#000000585	7820.26
586	Customer#000000586	5134.35
587	Customer#000000587	7077.79
589	Customer#000000589	1647.05
590	Customer#000000590	3993.54
591	Customer#000000591	6344.66
592	Customer#000000592	9712.75
594	Customer#000000594	6518.42
595	Customer#000000595	4177.17
596	Customer#000000596	1722.88
597	Customer#000000597	2443.52
598	Customer#000000598	3244.78
599	Customer#000000599	6004.52
600	Customer#000000600	2003.44
601	Customer#000000601	9768.21
602	Customer#000000602	8404.9
603	Customer#000000603	8161.13
604	Customer#000000604	3195.96
606	Customer#000000606	9676.98
607	Customer#000000607	4038.45
608	Customer#000000608	2256.36
609	Customer#000000609	3651.06
610	Customer#000000610	3374.92
611	Customer#000000611	4272.43
612	Customer#000000612	7669.16
613	Customer#000000613	6679.75
614	Customer#000000614	9630.24
616	Customer#000000616	6898.65
617	Customer#000000617	3625.93
619	Customer#000000619	2336.99
620	Customer#000000620	5795.15
621	Customer#000000621	3164.28
622	Customer#000000622	5974.11
623	Customer#000000623	7887.6
624	Customer#000000624	3907.11
625	Customer#000000625	5744.89
626	Customer#000000626	5447.12
627	Customer#000000627	5826.68
628	Customer#000000628	4954.25
629	Customer#000000629	5100.77
630	Customer#000000630	3649.05
631	Customer#000000631	2603.0
633	Customer#000000633	3385.52
634	Customer#000000634	6397.58
635	Customer#000000635	8216.79
636	Customer#000000636	3660.47
637	Customer#000000637	7511.17
638	Customer#000000638	2258.4
639	Customer#000000639	4899.15
640	Customer#000000640	3025.84
642	Customer#000000642	5684.01
643	Customer#000000643	5184.7
644	Customer#000000644	6183.15
645	Customer#000000645	1146.49
646	Customer#000000646	6074.42
648	Customer#000000648	7029.24
649	Customer#000000649	9442.55
650	Customer#000000650	2086.91
651	Customer#000000651	4716.31
653	Customer#000000653	7307.55
654	Customer#000000654	1067.04
655	Customer#000000655	1724.68
657	Customer#000000657	8729.97
658	Customer#000000658	4716.68
659	Customer#000000659	5297.68
660	Customer#000000660	2110.3
661	Customer#000000661	1735.44
662	Customer#000000662	4517.33
663	Customer#000000663	9698.21
664	Customer#000000664	8878.22
666	Customer#000000666	4538.54
667	Customer#000000667	3288.76
668	Customer#000000668	8184.21
669	Customer#000000669	6019.2
670	Customer#000000670	6738.93
671	Customer#000000671	3227.87
672	Customer#000000672	7778.95
673	Customer#000000673	3942.58
674	Customer#000000674	7889.64
675	Customer#000000675	5295.26
676	Customer#000000676	5527.61
677	Customer#000000677	5582.63
678	Customer#000000678	6302.93
679	Customer#000000679	1394.44
680	Customer#000000680	4366.23
682	Customer#000000682	7420.6
683	Customer#000000683	9120.93
684	Customer#000000684	8545.9
685	Customer#000000685	2039.84
686	Customer#000000686	5503.36
687	Customer#000000687	4999.31
688	Customer#000000688	3354.47
689	Customer#000000689	1481.24
691	Customer#000000691	9566.15
693	Customer#000000693	6577.21
694	Customer#000000694	2222.65
695	Customer#000000695	9126.54
696	Customer#000000696	3778.97
697	Customer#000000697	8121.84
698	Customer#000000698	2894.22
700	Customer#000000700	4367.53
702	Customer#000000702	4782.05
703	Customer#000000703	3998.42
705	Customer#000000705	3199.0
706	Customer#000000706	6496.08
707	Customer#000000707	2619.52
708	Customer#000000708	2297.33
710	Customer#000000710	7412.12
711	Customer#000000711	9591.51
712	Customer#000000712	8667.09
713	Customer#000000713	3829.03
714	Customer#000000714	2438.1
716	Customer#000000716	8364.99
717	Customer#000000717	8510.94
718	Customer#000000718	8438.4
720	Customer#000000720	5357.32
721	Customer#000000721	3420.64
722	Customer#000000722	2724.8
724	Customer#000000724	3035.29
725	Customer#000000725	5030.24
726	Customer#000000726	6253.81
728	Customer#000000728	4349.73
729	Customer#000000729	8947.26
730	Customer#000000730	4718.23
731	Customer#000000731	9311.17
732	Customer#000000732	4830.51
733	Customer#000000733	4351.09
734	Customer#000000734	9750.71
736	Customer#000000736	9114.68
737	Customer#000000737	2501.74
738	Customer#000000738	2734.95
739	Customer#000000739	6344.18
740	Customer#000000740	1733.76
741	Customer#000000741	9195.41
742	Customer#000000742	6381.24
743	Customer#000000743	8450.37
744	Customer#000000744	2458.81
745	Customer#000000745	7115.14
746	Customer#000000746	1164.46
748	Customer#000000748	6959.09
749	Customer#000000749	7491.42
751	Customer#000000751	2130.98
752	Customer#000000752	8363.66
753	Customer#000000753	8114.44
755	Customer#000000755	7631.94
756	Customer#000000756	8116.99
757	Customer#000000757	9334.82
758	Customer#000000758	6352.14
759	Customer#000000759	3477.59
760	Customer#000000760	2883.24
761	Customer#000000761	1525.96
762	Customer#000000762	3764.9
763	Customer#000000763	2650.27
764	Customer#000000764	2061.45
765	Customer#000000765	5683.33
766	Customer#000000766	4677.55
767	Customer#000000767	7647.09
768	Customer#000000768	9618.84
769	Customer#000000769	5950.86
770	Customer#000000770	2066.79
771	Customer#000000771	7461.74
772	Customer#000000772	7555.16
773	Customer#000000773	4578.24
775	Customer#000000775	1376.67
776	Customer#000000776	2669.01
777	Customer#000000777	9097.52
780	Customer#000000780	9874.12
781	Customer#000000781	6403.62
783	Customer#000000783	2436.32
784	Customer#000000784	3170.47
789	Customer#000000789	6038.6
790	Customer#000000790	2724.98
791	Customer#000000791	3694.81
792	Customer#000000792	1672.46
793	Customer#000000793	2072.99
794	Customer#000000794	1709.5
795	Customer#000000795	8443.18
796	Customer#000000796	2584.23
797	Customer#000000797	3063.11
799	Customer#000000799	2263.25
800	Customer#000000800	9443.39
801	Customer#000000801	5207.32
802	Customer#000000802	1377.52
803	Customer#000000803	6003.09
806	Customer#000000806	6859.28
807	Customer#000000807	1929.89
808	Customer#000000808	5561.93
810	Customer#000000810	9632.77
811	Customer#000000811	9010.02
812	Customer#000000812	3428.67
813	Customer#000000813	5673.47
814	Customer#000000814	4011.18
815	Customer#000000815	5841.33
816	Customer#000000816	9239.32
817	Customer#000000817	7297.64
819	Customer#000000819	2152.05
821	Customer#000000821	2691.42
824	Customer#000000824	6840.29
825	Customer#000000825	1809.01
826	Customer#000000826	8938.14
827	Customer#000000827	5411.2
828	Customer#000000828	7059.68
829	Customer#000000829	4086.56
830	Customer#000000830	7775.65
831	Customer#000000831	3401.49
835	Customer#000000835	2106.81
836	Customer#000000836	9184.72
837	Customer#000000837	2701.29
838	Customer#000000838	1605.76
839	Customer#000000839	2924.78
840	Customer#000000840	6799.0
842	Customer#000000842	8635.49
844	Customer#000000844	2954.9
845	Customer#000000845	6898.89
846	Customer#000000846	7650.73
847	Customer#000000847	4822.08
848	Customer#000000848	5685.59
849	Customer#000000849	9670.64
850	Customer#000000850	7576.55
851	Customer#000000851	1144.23
852	Customer#000000852	1098.98
854	Customer#000000854	3393.86
855	Customer#000000855	3550.49
856	Customer#000000856	6988.55
857	Customer#000000857	7537.16
859	Customer#000000859	6737.18
860	Customer#000000860	6836.89
862	Customer#000000862	2338.92
863	Customer#000000863	5274.52
864	Customer#000000864	8932.76
865	Customer#000000865	3016.38
866	Customer#000000866	6265.88
867	Customer#000000867	5680.23
868	Customer#000000868	7616.48
869	Customer#000000869	1228.06
870	Customer#000000870	1970.76
874	Customer#000000874	5391.74
876	Customer#000000876	4367.63
877	Customer#000000877	1755.33
878	Customer#000000878	8781.53
879	Customer#000000879	2235.2
881	Customer#000000881	2141.71
882	Customer#000000882	1650.12
884	Customer#000000884	1601.6
886	Customer#000000886	1194.33
887	Customer#000000887	7009.42
888	Customer#000000888	6358.04
889	Customer#000000889	3635.35
890	Customer#000000890	3329.21
891	Customer#000000891	6032.18
892	Customer#000000892	4799.98
893	Customer#000000893	8250.87
894	Customer#000000894	4483.42
896	Customer#000000896	7659.72
897	Customer#000000897	1999.42
898	Customer#000000898	8137.24
899	Customer#000000899	8605.53
900	Customer#000000900	3195.39
902	Customer#000000902	5858.48
904	Customer#000000904	9562.82
907	Customer#000000907	5751.31
908	Customer#000000908	3215.96
909	Customer#000000909	5565.58
910	Customer#000000910	5794.69
911	Customer#000000911	6364.6
912	Customer#000000912	3861.36
913	Customer#000000913	6935.16
914	Customer#000000914	1230.79
915	Customer#000000915	3776.53
917	Customer#000000917	3679.65
919	Customer#000000919	9774.97
921	Customer#000000921	3651.09
922	Customer#000000922	3869.25
923	Customer#000000923	7462.2
924	Customer#000000924	4212.53
925	Customer#000000925	1939.39
927	Customer#000000927	2417.65
928	Customer#000000928	8330.7
929	Customer#000000929	4079.18
930	Customer#000000930	4787.2
931	Customer#000000931	2409.69
932	Customer#000000932	6553.37
933	Customer#000000933	8541.16
935	Customer#000000935	2531.25
936	Customer#000000936	3650.9
938	Customer#000000938	2584.52
939	Customer#000000939	8059.51
941	Customer#000000941	2990.18
942	Customer#000000942	5898.17
943	Customer#000000943	7541.05
944	Customer#000000944	9454.78
945	Customer#000000945	9615.39
946	Customer#000000946	2990.73
947	Customer#000000947	4092.24
948	Customer#000000948	4346.9
949	Customer#000000949	5340.67
950	Customer#000000950	9609.77
951	Customer#000000951	7499.47
952	Customer#000000952	3710.14
953	Customer#000000953	6292.06
954	Customer#000000954	5740.0
956	Customer#000000956	1587.14
957	Customer#000000957	9076.68
958	Customer#000000958	1791.65
959	Customer#000000959	3266.14
960	Customer#000000960	1932.59
961	Customer#000000961	6963.68
962	Customer#000000962	7557.0
963	Customer#000000963	2557.49
964	Customer#000000964	4756.58
965	Customer#000000965	4768.8
966	Customer#000000966	1283.26
967	Customer#000000967	5710.41
968	Customer#000000968	8921.97
969	Customer#000000969	8601.63
970	Customer#000000970	3623.6
971	Customer#000000971	3914.88
972	Customer#000000972	4453.46
973	Customer#000000973	3229.18
974	Customer#000000974	7826.1
975	Customer#000000975	4364.06
976	Customer#000000976	7772.85
979	Customer#000000979	7055.13
980	Customer#000000980	4586.33
981	Customer#000000981	3383.26
982	Customer#000000982	1437.55
983	Customer#000000983	2902.95
984	Customer#000000984	2811.97
985	Customer#000000985	2701.21
987	Customer#000000987	9850.64
988	Customer#000000988	7746.97
989	Customer#000000989	5453.74
990	Customer#000000990	6988.49
991	Customer#000000991	6533.53
992	Customer#000000992	5027.75
993	Customer#000000993	8421.87
994	Customer#000000994	7461.27
996	Customer#000000996	6450.78
998	Customer#000000998	6679.2
1001	Customer#000001001	7140.81
1002	Customer#000001002	3699.76
1003	Customer#000001003	7894.0
1004	Customer#000001004	1512.46
1005	Customer#000001005	7790.94
1006	Customer#000001006	7447.99
1007	Customer#000001007	7347.9
1008	Customer#000001008	8191.74
1010	Customer#000001010	1652.78
1011	Customer#000001011	1188.94
1012	Customer#000001012	4422.45
1015	Customer#000001015	6392.0
1016	Customer#000001016	2357.54
1018	Customer#000001018	8341.71
1019	Customer#000001019	2114.53
1020	Customer#000001020	6914.87
1021	Customer#000001021	1286.76
1022	Customer#000001022	9605.83
1023	Customer#000001023	7188.35
1025	Customer#000001025	3363.46
1026	Customer#000001026	9699.28
1027	Customer#000001027	4946.21
1028	Customer#000001028	1915.53
1029	Customer#000001029	6252.18
1030	Customer#000001030	6359.27
1031	Customer#000001031	2226.8
1032	Customer#000001032	1853.64
1034	Customer#000001034	7349.82
1035	Customer#000001035	7499.36
1036	Customer#000001036	1766.23
1037	Customer#000001037	4936.25
1039	Customer#000001039	7618.54
1040	Customer#000001040	2860.71
1041	Customer#000001041	7993.98
1042	Customer#000001042	9849.87
1043	Customer#000001043	5847.76
1044	Customer#000001044	7291.3
1045	Customer#000001045	2942.19
1046	Customer#000001046	2311.0
1047	Customer#000001047	8918.99
1048	Customer#000001048	2583.91
1049	Customer#000001049	8747.99
1051	Customer#000001051	9776.39
1052	Customer#000001052	2837.96
1054	Customer#000001054	8844.27
1056	Customer#000001056	6287.12
1058	Customer#000001058	6807.55
1059	Customer#000001059	1547.5
1060	Customer#000001060	2840.59
1062	Customer#000001062	4709.92
1063	Customer#000001063	1663.28
1064	Customer#000001064	1666.07
1065	Customer#000001065	4663.41
1067	Customer#000001067	9153.84
1069	Customer#000001069	5465.29
1070	Customer#000001070	3160.23
1071	Customer#000001071	4033.56
1072	Customer#000001072	7979.48
1073	Customer#000001073	8217.23
1075	Customer#000001075	2714.5
1076	Customer#000001076	3509.35
1077	Customer#000001077	8581.78
1079	Customer#000001079	2135.91
1080	Customer#000001080	3267.19
1081	Customer#000001081	8647.42
1082	Customer#000001082	3247.92
1083	Customer#000001083	3847.29
1084	Customer#000001084	1416.75
1085	Customer#000001085	5275.88
1086	Customer#000001086	9726.83
1087	Customer#000001087	5878.21
1088	Customer#000001088	2098.62
1089	Customer#000001089	3429.95
1090	Customer#000001090	5212.43
1092	Customer#000001092	2004.15
1094	Customer#000001094	2544.49
1095	Customer#000001095	6221.26
1096	Customer#000001096	3687.37
1097	Customer#000001097	8651.87
1098	Customer#000001098	1009.22
1099	Customer#000001099	8990.07
1100	Customer#000001100	9189.75
1102	Customer#000001102	2369.01
1103	Customer#000001103	4878.1
1104	Customer#000001104	1230.47
1105	Customer#000001105	9491.46
1106	Customer#000001106	9977.62
1107	Customer#000001107	7961.62
1108	Customer#000001108	4997.35
1109	Customer#000001109	3387.22
1110	Customer#000001110	2041.65
1111	Customer#000001111	2892.21
1112	Customer#000001112	9314.59
1113	Customer#000001113	7392.3
1114	Customer#000001114	6446.83
1117	Customer#000001117	2829.07
1118	Customer#000001118	4130.18
1119	Customer#000001119	3971.65
1120	Customer#000001120	1543.64
1121	Customer#000001121	3942.11
1123	Customer#000001123	9786.36
1124	Customer#000001124	5512.73
1125	Customer#000001125	8427.55
1126	Customer#000001126	3905.97
