Drama	0	0	0	0	0	0	0	0	0	1	5	8	21	31	57	60	40	29	123	84	109	144	305	803	1239	1255	1977	2774	3232	3191	3101	1964	1304	917	783	744	649	646	544	510	478	499	521	572	467	474	526	522	488	539	535	592	659	678	654	535	465	459	436	390	390	569	644	714	803	778	858	846	847	907	940	931	1070	1082	1158	1206	1281	1285	1243	1258	1336	1351	1491	1624	1771	1723	1603	1587	1566	1635	1518	1556	1526	1671	1710	1737	1742	1758	1798	1775	1832	1909	1962	1906	1929	1954	2015	1880	1977	2035	2104	2256	2427	2559	2787	3134	3445	4065	4837	5564	6819	7794	8491	9815	13541	17032	18622	20428	22166	22856	12879	1695	295	50	17	12	2	2	0	0	
Erotica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Experimental	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Family	0	0	0	0	0	1	0	0	0	0	0	2	13	3	1	0	1	0	9	0	5	2	5	2	2	5	22	30	20	6	5	5	9	6	2	5	8	18	21	24	28	23	23	27	63	76	91	108	90	95	101	121	132	131	139	128	138	142	98	105	85	115	131	143	182	193	209	235	229	236	257	209	230	219	230	226	228	242	201	210	235	261	243	208	240	258	240	309	273	272	329	323	348	373	329	336	395	509	452	442	424	484	439	391	400	434	414	397	426	461	486	534	535	590	639	697	709	800	848	769	977	982	1028	1259	2018	2919	3212	3510	4062	4053	1359	135	31	5	1	0	0	0	0	0	
Fantasy	0	0	0	0	0	0	0	0	0	0	0	2	4	9	20	28	40	62	89	26	15	15	38	57	47	23	19	38	37	26	18	15	28	14	11	9	23	16	18	13	13	10	6	8	4	14	8	13	25	23	30	25	24	19	26	26	23	20	16	25	26	32	32	29	35	31	42	42	52	52	52	40	72	53	62	61	65	65	60	91	81	83	98	92	101	103	102	105	102	126	96	128	109	121	137	114	151	161	179	164	220	230	237	242	237	246	262	276	238	301	305	292	291	321	345	442	474	541	539	612	680	818	912	1100	1705	2407	2679	2778	3074	2772	1237	238	65	26	4	4	1	1	0	0	
Film-Noir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	6	1	3	2	5	10	4	8	6	7	11	5	16	28	42	62	47	54	59	40	26	29	27	35	24	24	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Game-Show	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	4	3	0	1	0	14	8	10	23	19	22	28	31	20	19	26	23	32	18	19	20	16	21	20	26	24	31	9	33	20	28	25	19	22	34	34	35	29	30	28	34	30	42	48	42	43	43	63	51	69	52	65	65	78	72	93	71	90	127	127	171	127	135	161	213	278	271	251	202	176	226	205	192	135	50	2	0	0	0	0	0	0	0	0	
History	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	3	1	1	0	1	0	3	2	17	19	28	16	16	24	34	31	24	23	16	12	9	11	29	32	20	14	15	14	23	18	13	9	15	16	23	29	37	42	47	49	40	25	41	39	27	31	30	29	22	37	36	30	35	49	49	62	44	42	35	49	42	54	52	53	58	52	53	62	62	80	94	89	85	86	74	79	76	70	108	86	92	105	86	91	98	78	79	95	72	106	83	119	99	125	115	120	141	186	147	186	198	199	213	255	272	361	423	488	545	1182	1728	1866	2031	2320	2318	834	94	27	12	3	1	1	0	0	0	
Horror	0	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	1	1	0	0	0	2	1	4	2	4	2	7	10	9	13	8	11	6	11	22	12	7	7	9	7	8	9	5	9	5	14	27	20	18	17	23	8	4	28	18	18	18	19	25	20	20	6	14	18	8	17	9	22	27	23	35	66	81	63	66	56	65	74	75	70	77	72	100	95	126	153	176	185	177	141	123	122	116	110	151	167	158	147	123	179	210	252	300	290	275	238	227	228	216	265	287	297	317	403	514	491	613	718	902	1125	1389	1547	1824	2444	3016	3528	3711	4073	4221	3152	551	93	20	3	2	3	1	0	0	
Lifestyle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Music	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	1	5	1	0	23	36	70	54	63	1	3	2	35	6	5	12	1	1	2	1	12	28	12	8	6	28	44	108	309	86	65	56	59	64	98	119	133	127	113	68	111	120	98	104	108	155	123	130	166	124	101	109	113	113	109	117	151	152	175	134	138	146	138	171	228	201	214	200	172	219	167	142	152	139	151	180	182	206	210	221	232	245	278	301	313	306	323	290	318	359	373	381	366	336	412	386	461	523	547	714	678	818	1012	1228	1311	1333	1356	1473	1948	2537	2944	3246	3332	3088	920	35	7	0	1	0	0	0	0	0	
Musical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	1	1	1	40	40	50	2	0	2	1	0	1	2	1	0	2	2	2	0	4	6	5	21	21	179	252	120	118	158	197	195	177	189	179	125	113	134	98	118	146	124	113	99	100	146	109	133	122	124	136	125	152	146	139	156	153	139	157	145	157	173	192	208	156	135	150	144	167	118	114	116	120	103	142	117	132	137	154	144	128	126	136	121	114	106	103	99	100	100	120	112	124	120	118	101	163	163	202	224	260	315	327	302	377	535	586	662	683	679	668	290	33	9	1	0	1	0	1	0	0	
Mystery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	5	12	6	6	21	28	52	76	52	63	44	30	56	71	47	47	35	11	25	21	22	43	39	66	82	63	69	79	79	74	83	88	67	72	75	48	62	75	89	85	63	59	54	49	52	42	52	43	45	57	59	75	64	60	79	68	74	77	75	83	84	86	68	103	107	93	96	111	84	99	92	93	101	106	104	126	100	129	113	145	131	167	146	159	171	175	183	200	204	213	237	225	303	339	422	447	480	620	638	704	790	1373	2003	2173	2363	2647	2587	1264	174	42	7	2	3	0	1	0	0	
News	0	0	0	0	0	0	0	0	0	0	3	7	60	68	109	9	25	45	19	2	4	4	0	2	0	3	22	143	277	288	188	226	194	2	2	0	1	14	6	7	2	2	0	2	2	2	5	1	5	1	7	3	5	5	9	1	12	1	1	0	3	4	8	11	11	5	15	17	15	21	8	26	18	13	22	19	9	10	12	11	17	10	12	21	6	20	13	16	6	13	15	12	14	21	17	32	34	31	27	38	30	28	30	40	48	52	34	79	73	70	71	89	66	81	63	86	108	117	104	145	230	240	280	259	662	1027	1207	1252	1384	1329	312	3	0	0	0	0	0	0	0	0	
Reality-TV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	1	2	0	1	2	3	2	2	6	4	4	3	5	1	5	4	2	2	4	5	6	3	6	9	3	8	12	14	8	7	18	14	12	21	21	30	14	26	42	40	36	32	39	54	51	39	74	74	134	210	217	328	473	660	787	931	934	931	1011	1202	1370	1367	1060	441	19	1	0	0	0	0	0	0	0	
Romance	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	0	3	0	8	2	3	4	10	26	38	147	226	391	325	241	204	142	104	125	138	85	118	146	97	116	149	250	185	174	179	238	225	222	233	272	318	271	339	315	237	218	228	209	164	165	142	166	170	169	208	173	201	212	207	231	276	246	253	283	283	278	277	281	258	271	322	325	369	359	387	361	318	313	238	301	255	237	242	267	279	326	294	305	327	309	373	316	355	371	333	329	363	417	411	419	502	502	591	620	648	767	875	984	1078	1142	1307	1328	1439	1696	2343	3153	3447	3737	4234	4267	1901	238	58	13	1	3	3	1	1	0	
Sci-Fi	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	4	2	3	4	3	1	4	5	8	1	6	2	8	5	4	2	7	6	1	2	2	4	4	6	9	14	8	19	13	9	10	10	15	9	15	8	13	5	5	5	7	15	13	25	17	36	36	28	54	59	66	59	45	43	51	60	50	77	109	97	67	75	67	68	79	95	84	81	63	102	128	171	175	180	171	202	176	217	239	252	236	239	215	250	237	255	275	288	339	320	342	383	362	413	472	487	568	616	672	790	938	1364	1785	1981	2305	2540	2677	1745	327	95	25	7	7	0	0	0	0	
Short	1	1	1	5	2	5	9	9	2	93	117	819	1323	1712	1777	1800	1741	1801	2655	1828	1665	1820	2450	4255	5082	5127	6128	7889	8782	7697	6521	4512	2968	1743	1490	1721	1484	1308	1059	1082	1222	1236	1260	1230	1473	998	888	825	771	880	810	879	956	923	769	670	827	776	678	680	667	664	661	737	743	708	753	749	785	757	836	818	855	802	774	818	908	1045	1061	1172	1190	1272	1391	1257	1287	1212	1260	1148	1113	1118	1198	1188	1055	1140	1122	1172	986	971	984	1096	1217	1249	1256	1340	1360	1518	1540	1714	1754	2114	2317	2681	2893	3566	4001	4626	5315	6370	7770	10103	12349	13317	14865	18191	23416	28773	33125	36171	38741	38256	14782	320	20	7	0	1	0	0	0	1	
Sport	0	0	0	0	0	0	1	4	0	10	4	19	63	54	156	54	93	62	88	52	68	81	64	110	73	30	12	27	15	12	19	16	9	4	18	17	34	47	19	50	47	44	49	34	54	29	76	76	39	31	40	50	52	60	39	31	44	41	26	21	21	41	42	53	61	40	59	56	41	43	44	52	51	23	27	25	27	30	25	42	44	42	34	61	56	82	68	84	106	82	91	132	186	132	104	91	89	86	126	159	138	143	142	155	168	169	181	189	163	220	180	232	200	217	259	277	322	358	367	498	642	836	844	858	932	1058	1072	1166	1218	1139	422	45	9	1	0	0	0	0	0	0	
Talk-Show	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	6	11	11	13	18	15	17	13	9	15	30	17	23	22	16	19	15	22	19	21	38	25	18	25	22	24	25	22	22	28	25	31	30	37	30	49	49	52	54	53	68	57	62	75	88	110	113	148	135	151	163	162	174	158	196	210	238	266	351	465	484	404	446	510	607	715	654	614	209	2	0	0	0	0	0	0	0	0	
Thriller	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	6	30	30	105	117	104	105	93	39	14	10	13	11	12	8	17	17	26	18	21	20	11	21	22	26	25	28	36	42	29	46	33	39	54	45	39	48	58	65	69	68	65	63	50	63	64	62	69	86	88	113	91	96	99	88	117	129	126	168	159	158	144	189	203	235	236	203	190	183	194	194	202	196	202	219	242	253	258	355	357	388	438	435	445	482	465	565	571	593	630	671	748	784	943	1004	1068	1267	1475	1640	1942	2827	3546	4023	4486	4976	5347	4103	793	122	24	2	4	0	0	0	0	
War	0	0	0	0	0	0	0	0	0	0	0	0	9	55	35	47	34	2	5	44	7	2	1	15	33	17	50	39	47	101	103	58	66	127	32	8	8	5	12	12	11	32	33	35	22	28	27	19	32	28	27	46	132	94	71	70	125	209	204	168	124	61	40	46	56	57	72	57	63	54	69	74	76	97	114	110	95	107	102	112	113	105	102	130	115	132	93	74	79	78	88	85	72	74	89	82	94	75	109	90	129	103	110	114	107	101	88	77	83	81	93	76	106	98	125	123	186	179	195	260	276	325	383	475	549	731	707	703	790	787	369	63	22	7	1	1	0	1	0	0	
Western	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	8	4	3	8	20	48	106	371	511	579	498	406	307	219	181	139	209	183	215	214	162	219	288	248	210	207	120	112	102	115	67	92	159	141	141	129	136	145	138	129	109	114	95	106	112	137	151	155	127	137	102	93	110	108	120	101	83	88	74	82	54	92	123	150	136	139	108	111	145	136	82	66	73	62	39	49	50	31	29	29	22	23	23	31	25	26	21	26	41	28	32	45	54	25	23	32	37	25	33	50	67	52	78	80	106	138	198	273	303	314	330	354	220	52	15	1	1	0	0	0	0	0	
